project,title,description,story_points
XD,"""Upgrade to Spring Boot 2.1.0""","""""""We tried upgrading from Spring Boot 2.0.6 to Spring 2.1.0 and noticing a critical multi-threading bug in the WebClient.  We are using Spring WebFlux with Netty Embedded Server    In SpringBoot 2.0.6 you can see data received and published on happens on two different threads but in SpringBoot 2.1.0 all execution is happening on the same thread even data is published to same thread.  Any reason why the multi-threading behavior has changed in SpringBoot 2.1.0?  Seems like a major defect.  This flaw is preventing us from upgrading to Spring Boot 2.1.0.    It appears with Spring Boot 2.1.0 the default threading behavior of the WebClient has changed to where emissions on published on main thread as opposed to a different thread    See results below    I print the thread on the doOnRequest method of the WebClient    I also print the thread on the doOnNext of the Mono    For version 2.10 you can see emissions are published on the main thread but in earlier version    2.0.6 emissions published on a different thread.    You can see even response time increased for 2.10 because emissions are published on main thread as opposed to different thread    2.0.6.RELEASE    2018-11-15 08:49:45.626 INFO 15228 — [ctor-http-nio-5] c.c.x.n.s.handler.rest.SearchHandler : Search request received for query :    2018-11-15 08:49:45.630 INFO 15228 — [ctor-http-nio-5] c.c.x.n.c.s.x.impl.HttpSearchService : Request for search using query param :    2018-11-15 08:49:45.633 INFO 15228 — [ctor-http-nio-5] c.c.x.n.m.h.filter.RequestLoggingFilter : Executing request: GET [https://www|https://www/]   2018-11-15 08:49:45.635 INFO 15228 — [ctor-http-nio-5] c.c.x.n.m.util.AbstractLookupService : Subscribed to request with uri [https://www|https://www/]   2018-11-15 08:49:45.635 INFO 15228 — [ctor-http-nio-5] c.c.x.n.m.util.AbstractLookupService : Request received for uri [https://www|https://www/] [Thread[reactor-http-nio-5,5,main]]   2018-11-15 08:49:47.069 INFO 15228 — [ctor-http-nio-4] c.c.x.n.s.f.RequestProcessingTimeFilter : Request processing time for GET 34291c26-8419-4cf9-8c50-eea84bf59d48 is 17 ms with http status null   2018-11-15 08:49:47.253 INFO 15228 — [ctor-http-nio-8] c.c.x.n.m.util.AbstractLookupService : Time taken for request [http://www|http://www/] is : [1624] ms Thread[reactor-http-nio-8,5,main]]    2.1.0.RELEASE    2018-11-15 09:07:15.886 INFO 5932 — [ctor-http-nio-6] c.c.x.n.s.handler.rest.SearchHandler : Search request received for query :    2018-11-15 09:07:15.906 INFO 5932 — [ctor-http-nio-6] c.c.x.n.c.s.x.impl.HttpSearchService : Request for search using query param :   2018-11-15 09:07:15.912 INFO 5932 — [ctor-http-nio-6] c.c.x.n.m.h.filter.RequestLoggingFilter : Executing request: GET [https://www|https://www/]   2018-11-15 09:07:15.914 INFO 5932 — [ctor-http-nio-6] c.c.x.n.m.util.AbstractLookupService : Subscribed to request with uri [https://www|https://www/]   2018-11-15 09:07:15.915 INFO 5932 — [ctor-http-nio-6] c.c.x.n.m.util.AbstractLookupService : Request received for uri [https://www|https://www/]  [Thread[reactor-http-nio-6,5,main]]   2018-11-15 09:07:18.356 INFO 5932 — [ctor-http-nio-6] c.c.x.n.m.util.AbstractLookupService : Time taken for request [https://www|https://www/] is : [2447] ms  [Thread[reactor-http-nio-6,5,main]]""""""",5
XD,"""xd-singlenode --verbose prints configuration information twice""","""""""If you start xd-singlenode with the --verbose flag the configuration information is printed twice.  Steps to reproduce  1) run {{xd-singlenode --verbose}}  Example output: """"""",2
MESOS,"""Improve CSI service manager to set node ID for managed CSI plugins""","""""""For some CSI Plugins (like NFS CSI plugin), their node service need a node ID specified by container orchestrator, see [here|https://github.com/kubernetes-csi/csi-driver-nfs/blob/d94b64bbb3171a45dd91f8686611a062c0dd6219/deploy/kubernetes/csi-nodeplugin-nfsplugin.yaml#L49] for an example, so we need to improve our CSI service manager to set it when launching managed CSI plugins.""""""",2
MESOS,"""Add secrets support to the CSI volume managers""","""""""We must update our CSI code to pass secrets to CSI drivers when staging/unstaging and publishing/unpublishing volumes. We must ensure that we avoid writing any secrets to disk by holding a secret resolver in the appropriate component to resolve secrets associated with already-attached volumes during/after recovery.""""""",5
MESOS,"""Refactor CSI volume manager to support pre-provisioned CSI volumes""","""""""The existing [VolumeManager|https://github.com/apache/mesos/blob/1.10.0/src/csi/volume_manager.hpp#L55:L138] is like a wrapper for various CSI gRPC calls, we could consider leveraging it to call CSI plugins rather than making raw CSI gRPC calls in `volume/csi` isolator. But there is a problem, the lifecycle of the volumes managed by VolumeManager starts from the `[createVolume|https://github.com/apache/mesos/blob/1.10.0/src/csi/v1_volume_manager.cpp#L281:L329]` CSI call, but what we plan to support in MVP is pre-provisioned volumes, so we need to refactor VolumeManager by making it support pre-provisioned volumes.""""""",5
MESOS,"""Improve CSI service manager to support unmanaged CSI plugins""","""""""Refactor [CSI service manager|https://github.com/apache/mesos/blob/1.10.0/src/csi/service_manager.hpp#L50:L81] by making it support unmanaged plugins (i.e. the plugin deployed out of Mesos) and make it’s `getServiceEndpoint` method can also return unmanaged plugins's endpoint.""""""",3
MESOS,"""Update the `CSIPluginInfo` protobuf message for supporting 3rd party CSI plugins""","""""""See [here|https://docs.google.com/document/d/1NfWLS2OdiYjXZa2dpd_DOWOK4eou-SedY396Jl68s9Y/edit#bookmark=id.x6m8mytigrg7] for the detailed design.""""""",1
MESOS,"""Introduce a new volume type `CSI` into the `Volume` protobuf message""","""""""See [here|https://docs.google.com/document/d/1NfWLS2OdiYjXZa2dpd_DOWOK4eou-SedY396Jl68s9Y/edit#heading=h.l7wa1w8789pg] for the detailed design.""""""",1
MESOS,"""MasterQuotaTest.ValidateLimitAgainstConsumed is flaky""","""""""Observed in internal CI. Log attached.""""""",3
MESOS,"""CSI External Volumes MVP Design Doc""","""""""This ticket tracks the design doc for our initial implementation of external volume support in Mesos using the CSI standard.""""""",8
MESOS,"""CSI External Volume Support""","""""""This epic tracks work for our MVP of external volume support in Mesos using the CSI standard.""""""",13
MESOS,"""Docker volume isolator needs to clean up the `info` struct regardless the result of unmount operation""","""""""Currently when [DockerVolumeIsolatorProcess::cleanup()|https://github.com/apache/mesos/blob/1.9.0/src/slave/containerizer/mesos/isolators/docker/volume/isolator.cpp#L610] is called, we will unmount the volume first, but if the unmount operation fails we will not remove the container's checkpoint directory and NOT erase the container's `info` struct from `infos`. This is problematic, because the remaining `info` in the `infos` will cause the reference count of the volume is larger than 0, but actually the volume is not being used by any containers. And next time when another container using this volume is destroyed, we will NOT unmount the volume since its reference count will be larger than 1 (see [here|https://github.com/apache/mesos/blob/1.9.0/src/slave/containerizer/mesos/isolators/docker/volume/isolator.cpp#L631:L651] for details) which should be 2, so we will never have chance to unmount this volume.    We have this issue since Mesos 1.0.0 release when Docker volume isolator was introduced.""""""",3
